Title:  *test 
Date: Thu Jun 10 20:35:57 2021
Plotname: Harmonic Balance Steady State Analysis
Flags: real
No. Variables: 4
No. Points: 325
Command: version 0.1
Variables: 
	0	time	s
	1	v(2)	V
	2	v(1)	V
	3	v1#branch	A
Values:
0	 0.000000e+00
	 3.095774e-17
	-6.665022e-06
	-6.665022e-06
1	 3.086420e-09
	 1.939133e-02
	 1.938458e-02
	-6.751015e-06
2	 6.172840e-09
	 3.877537e-02
	 3.876855e-02
	-6.820960e-06
3	 9.259259e-09
	 5.814483e-02
	 5.813793e-02
	-6.896035e-06
4	 1.234568e-08
	 7.749242e-02
	 7.748546e-02
	-6.965383e-06
5	 1.543210e-08
	 9.681087e-02
	 9.680384e-02
	-7.033990e-06
6	 1.851852e-08
	 1.160929e-01
	 1.160858e-01
	-7.098097e-06
7	 2.160494e-08
	 1.353313e-01
	 1.353241e-01
	-7.160386e-06
8	 2.469136e-08
	 1.545188e-01
	 1.545116e-01
	-7.218778e-06
9	 2.777778e-08
	 1.736482e-01
	 1.736409e-01
	-7.275057e-06
10	 3.086420e-08
	 1.927123e-01
	 1.927049e-01
	-7.328199e-06
11	 3.395062e-08
	 2.117039e-01
	 2.116965e-01
	-7.379950e-06
12	 3.703704e-08
	 2.306159e-01
	 2.306084e-01
	-7.430686e-06
13	 4.012346e-08
	 2.494411e-01
	 2.494337e-01
	-7.483430e-06
14	 4.320988e-08
	 2.681726e-01
	 2.681651e-01
	-7.541650e-06
15	 4.629630e-08
	 2.868032e-01
	 2.867956e-01
	-7.612675e-06
16	 4.938272e-08
	 3.053260e-01
	 3.053183e-01
	-7.707379e-06
17	 5.246914e-08
	 3.237339e-01
	 3.237261e-01
	-7.843635e-06
18	 5.555556e-08
	 3.420201e-01
	 3.420121e-01
	-8.047514e-06
19	 5.864198e-08
	 3.601777e-01
	 3.601694e-01
	-8.356172e-06
20	 6.172840e-08
	 3.781999e-01
	 3.781910e-01
	-8.818615e-06
21	 6.481481e-08
	 3.960798e-01
	 3.960703e-01
	-9.495668e-06
22	 6.790123e-08
	 4.138107e-01
	 4.138003e-01
	-1.045785e-05
23	 7.098765e-08
	 4.313861e-01
	 4.313743e-01
	-1.178137e-05
24	 7.407407e-08
	 4.487992e-01
	 4.487856e-01
	-1.354372e-05
25	 7.716049e-08
	 4.660435e-01
	 4.660277e-01
	-1.581756e-05
26	 8.024691e-08
	 4.831126e-01
	 4.830939e-01
	-1.866549e-05
27	 8.333333e-08
	 5.000000e-01
	 4.999779e-01
	-2.213469e-05
28	 8.641975e-08
	 5.166994e-01
	 5.166731e-01
	-2.625268e-05
29	 8.950617e-08
	 5.332044e-01
	 5.331734e-01
	-3.102515e-05
30	 9.259259e-08
	 5.495090e-01
	 5.494725e-01
	-3.643673e-05
31	 9.567901e-08
	 5.656069e-01
	 5.655644e-01
	-4.245342e-05
32	 9.876543e-08
	 5.814921e-01
	 5.814430e-01
	-4.902764e-05
33	 1.018519e-07
	 5.971586e-01
	 5.971025e-01
	-5.610251e-05
34	 1.049383e-07
	 6.126005e-01
	 6.125369e-01
	-6.361710e-05
35	 1.080247e-07
	 6.278121e-01
	 6.277406e-01
	-7.150928e-05
36	 1.111111e-07
	 6.427876e-01
	 6.427079e-01
	-7.971904e-05
37	 1.141975e-07
	 6.575214e-01
	 6.574332e-01
	-8.818919e-05
38	 1.172840e-07
	 6.720079e-01
	 6.719110e-01
	-9.686735e-05
39	 1.203704e-07
	 6.862416e-01
	 6.861359e-01
	-1.057048e-04
40	 1.234568e-07
	 7.002173e-01
	 7.001027e-01
	-1.146584e-04
41	 1.265432e-07
	 7.139297e-01
	 7.138060e-01
	-1.236878e-04
42	 1.296296e-07
	 7.273736e-01
	 7.272409e-01
	-1.327581e-04
43	 1.327160e-07
	 7.405440e-01
	 7.404022e-01
	-1.418365e-04
44	 1.358025e-07
	 7.534359e-01
	 7.532850e-01
	-1.508946e-04
45	 1.388889e-07
	 7.660444e-01
	 7.658845e-01
	-1.599059e-04
46	 1.419753e-07
	 7.783649e-01
	 7.781961e-01
	-1.688473e-04
47	 1.450617e-07
	 7.903927e-01
	 7.902150e-01
	-1.776971e-04
48	 1.481481e-07
	 8.021232e-01
	 8.019368e-01
	-1.864362e-04
49	 1.512346e-07
	 8.135521e-01
	 8.133570e-01
	-1.950466e-04
50	 1.543210e-07
	 8.246750e-01
	 8.244715e-01
	-2.035125e-04
51	 1.574074e-07
	 8.354878e-01
	 8.352760e-01
	-2.118190e-04
52	 1.604938e-07
	 8.459864e-01
	 8.457665e-01
	-2.199527e-04
53	 1.635802e-07
	 8.561669e-01
	 8.559390e-01
	-2.279011e-04
54	 1.666667e-07
	 8.660254e-01
	 8.657898e-01
	-2.356527e-04
55	 1.697531e-07
	 8.755582e-01
	 8.753150e-01
	-2.431969e-04
56	 1.728395e-07
	 8.847618e-01
	 8.845113e-01
	-2.505240e-04
57	 1.759259e-07
	 8.936326e-01
	 8.933750e-01
	-2.576249e-04
58	 1.790123e-07
	 9.021674e-01
	 9.019029e-01
	-2.644911e-04
59	 1.820988e-07
	 9.103629e-01
	 9.100918e-01
	-2.711149e-04
60	 1.851852e-07
	 9.182161e-01
	 9.179386e-01
	-2.774892e-04
